id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_sqft,zscore,pricing
7752400075,20150428T000000,450000.0,3,2.25,1960,10682,1.0,0,0,3,7,1960,0,1957,0,98008,47.6319,-122.124,1540,10682,229.59183673469389,-0.8880778010454711,0
7922900030,20141003T000000,851000.0,3,2.75,2660,10350,1.0,0,4,4,8,1330,1330,1971,0,98008,47.5868,-122.116,2820,10043,319.9248120300752,0.22418168200932312,1
4037000160,20140615T000000,506000.0,5,3.0,2430,8000,1.0,0,0,4,7,1370,1060,1957,0,98008,47.603,-122.12,1770,8000,208.23045267489712,-1.1510980537714905,0
4039100350,20150423T000000,665000.0,4,2.25,2340,5300,1.0,0,0,5,8,1700,640,1963,0,98008,47.6202,-122.11200000000001,1890,8250,284.1880341880342,-0.2158411326788686,1
3211700045,20150128T000000,592000.0,4,2.5,2300,11165,2.0,0,0,4,8,2300,0,1979,0,98008,47.5794,-122.118,2170,11165,257.39130434782606,-0.5457861697173283,0
9557300560,20140508T000000,530000.0,3,1.75,1980,6760,1.0,0,0,4,8,1980,0,1973,0,98008,47.6398,-122.113,2120,7280,267.67676767676767,-0.4191424486639761,1
8857320030,20141107T000000,515000.0,3,2.0,1810,2738,2.0,0,0,4,9,1810,0,1979,0,98008,47.6112,-122.115,1760,2754,284.5303867403315,-0.21162578527560233,1
259800060,20140606T000000,445000.0,4,2.0,1470,8395,1.0,0,0,4,7,1470,0,1965,0,98008,47.631,-122.117,1760,7976,302.72108843537416,0.012354221998293058,1
259600890,20141002T000000,480000.0,4,1.75,1920,9380,1.0,0,0,3,7,1920,0,1964,0,98008,47.6344,-122.118,1580,8580,250.0,-0.636794445777444,0
8857100060,20141110T000000,277700.0,2,1.5,1240,1055,2.0,0,0,3,8,1200,40,1967,0,98008,47.6104,-122.11200000000001,1410,1340,223.9516129032258,-0.9575252251183366,0
4038000055,20140812T000000,425000.0,3,1.0,1320,7076,1.0,0,0,4,7,1320,0,1959,0,98008,47.6131,-122.12299999999999,1510,9000,321.969696969697,0.24936011389881899,1
3999200310,20140917T000000,674000.0,4,2.5,2810,11560,1.0,0,0,5,7,1740,1070,1962,0,98008,47.5846,-122.12,1970,11560,239.8576512455516,-0.7616760136179421,0
1066100260,20140620T000000,681500.0,5,2.75,3260,11700,1.0,0,0,3,8,1630,1630,1964,0,98008,47.6169,-122.104,2860,11700,209.04907975460122,-1.1410183931657263,0
3298200320,20140624T000000,445000.0,4,1.75,1250,7400,1.0,0,0,5,6,1250,0,1959,0,98008,47.62,-122.12,990,7600,356.0,0.6683713014846894,2
8655000070,20140601T000000,1595000.0,5,3.0,3640,8239,2.0,0,3,3,10,2540,1100,1982,0,98008,47.5842,-122.111,3330,10643,438.1868131868132,1.6803280321267686,2
4036801070,20140804T000000,367400.0,4,1.5,1280,7400,1.0,0,0,3,7,1280,0,1958,0,98008,47.6023,-122.12299999999999,1310,7400,287.03125,-0.1808329450387565,1
7923100400,20150130T000000,667000.0,5,2.25,2560,10360,1.0,0,0,4,8,1870,690,1966,0,98008,47.5819,-122.126,2070,7875,260.546875,-0.5069319930354127,0
7922800160,20140509T000000,511555.0,3,2.0,1400,7293,1.0,0,0,4,7,1400,0,1963,0,98008,47.586000000000006,-122.12,1600,7960,365.39642857142854,0.7840684403339705,2
4039500390,20141017T000000,465000.0,3,2.25,1920,7300,1.0,0,0,3,7,1240,680,1961,0,98008,47.6078,-122.12799999999999,1920,7700,242.1875,-0.7329888552159857,0
7751800070,20140804T000000,583000.0,3,1.5,1800,10050,1.0,0,0,3,7,1800,0,1955,0,98008,47.6344,-122.126,1610,10050,323.8888888888889,0.2729909021568526,1
6696800030,20140923T000000,650000.0,4,2.5,2290,10186,2.0,0,0,3,8,2290,0,1985,0,98008,47.6353,-122.124,2150,10186,283.8427947598253,-0.22009202585153428,1
4037500230,20141007T000000,400000.0,5,2.25,2070,10488,1.0,0,0,4,7,1080,990,1958,0,98008,47.6095,-122.12200000000001,1740,9225,193.23671497584542,-1.3357142129057853,0
4038500330,20150407T000000,432000.0,3,1.75,1550,8134,1.0,0,0,4,7,1550,0,1959,0,98008,47.6136,-122.12100000000001,1360,8000,278.7096774193548,-0.2832955063181324,1
7922900040,20140522T000000,1075000.0,4,3.0,3600,9200,1.0,0,4,4,9,2100,1500,1976,0,98008,47.5866,-122.116,2700,9775,298.6111111111111,-0.03825145371540726,1
4036800925,20140624T000000,405000.0,3,2.75,1310,7300,1.0,0,0,3,7,1310,0,1957,0,98008,47.6016,-122.12299999999999,1310,7030,309.1603053435114,0.09163955546708497,1
3298200790,20140812T000000,475000.0,3,1.0,1270,8000,1.0,0,0,4,6,1270,0,1959,0,98008,47.6175,-122.118,1210,7875,374.01574803149606,0.890197124522556,2
4038400040,20141124T000000,520000.0,3,2.0,1670,8800,1.0,0,0,4,7,1150,520,1961,0,98008,47.6096,-122.132,2020,8250,311.377245508982,0.11893648346427231,1
4036800770,20140917T000000,375000.0,4,1.5,1770,6650,1.0,0,0,3,7,1770,0,1958,0,98008,47.6011,-122.124,1600,7000,211.864406779661,-1.1063535969350713,0
1036700220,20141110T000000,470000.0,4,2.0,2410,4680,2.0,0,0,3,9,2410,0,1974,0,98008,47.6234,-122.113,1910,4611,195.0207468879668,-1.3137476341914136,0
686400040,20150410T000000,545000.0,4,2.25,1890,7210,1.0,0,0,3,8,1890,0,1967,0,98008,47.6342,-122.117,1920,7210,288.35978835978835,-0.16447480578291143,1
8563010540,20140904T000000,606150.0,4,1.75,1770,9848,1.0,0,0,3,8,1370,400,1967,0,98008,47.6208,-122.09899999999999,2040,9587,342.45762711864404,0.5016256295847139,2
4037200530,20150317T000000,544950.0,3,1.75,1830,7371,1.0,0,0,3,7,1830,0,1957,0,98008,47.6059,-122.12100000000001,1600,7700,297.78688524590166,-0.04840005151992463,1
7752000065,20150106T000000,537000.0,3,1.75,1550,10050,1.0,0,0,5,7,1550,0,1957,0,98008,47.6345,-122.12299999999999,1720,10050,346.4516129032258,0.5508031148779967,2
2325059101,20150506T000000,487000.0,3,1.75,1430,12632,1.0,0,0,3,7,1430,0,1959,0,98008,47.6371,-122.12299999999999,1750,10350,340.55944055944053,0.47825347789616873,1
7923100410,20141009T000000,650000.0,4,1.75,2640,8215,1.0,0,0,4,7,1500,1140,1966,0,98008,47.5819,-122.125,2070,7875,246.21212121212122,-0.6834341594446156,0
259600910,20141110T000000,485000.0,5,1.5,1420,9900,1.0,0,0,3,7,1050,370,1964,0,98008,47.6348,-122.118,1580,8075,341.5492957746479,0.4904414507418047,1
9253900210,20140707T000000,1275000.0,3,2.5,3870,46609,2.0,0,3,3,9,3870,0,1997,0,98008,47.5966,-122.11200000000001,4030,17880,329.4573643410853,0.34155489672927447,1
4038100360,20150210T000000,466200.0,3,1.5,1340,8856,1.0,0,0,4,7,1340,0,1959,0,98008,47.6094,-122.126,1850,8740,347.910447761194,0.568765579854715,2
3827600040,20140520T000000,749950.0,3,2.5,2770,10773,2.0,0,2,3,9,2770,0,1992,0,98008,47.5754,-122.12,2530,10423,270.74007220216606,-0.38142433413583393,1
7923000360,20150120T000000,538000.0,4,1.75,1880,7953,1.0,0,0,4,7,1880,0,1965,0,98008,47.5838,-122.12299999999999,1750,8591,286.17021276595744,-0.1914347969726213,1
8648700450,20141216T000000,565000.0,3,2.0,2290,9450,1.0,0,0,3,9,1670,620,1979,0,98008,47.5692,-122.1,2750,11700,246.72489082969432,-0.6771204864154353,0
4040800120,20150211T000000,447000.0,3,1.0,1220,7200,1.0,0,0,4,7,1220,0,1965,0,98008,47.6218,-122.116,1320,7200,366.39344262295083,0.796344559103649,2
8563030330,20150313T000000,565000.0,4,1.75,2030,7350,1.0,0,0,3,8,2030,0,1966,0,98008,47.6274,-122.094,2000,7998,278.32512315270935,-0.28803047855199254,1
259800610,20150220T000000,575000.0,4,2.5,2280,9491,1.0,0,0,4,7,1290,990,1966,0,98008,47.6297,-122.117,1560,8050,252.19298245614036,-0.6097925062859234,0
4039500610,20140820T000000,440000.0,3,1.75,1430,8400,1.0,0,0,4,7,1430,0,1961,0,98008,47.6073,-122.12700000000001,1570,7800,307.6923076923077,0.07356427007640201,1
4039700870,20150219T000000,1160000.0,5,1.75,2870,9680,1.0,0,4,5,9,1440,1430,1966,0,98008,47.6122,-122.111,2940,9729,404.18118466898954,1.2616206589608836,2
3298200620,20140714T000000,358000.0,3,1.0,940,6695,1.0,0,0,4,6,940,0,1959,0,98008,47.6195,-122.12,1230,7400,380.8510638297872,0.9743595778400027,2
4039800180,20141222T000000,625000.0,4,2.25,2660,22194,1.0,0,0,4,8,2180,480,1977,0,98008,47.6142,-122.10700000000001,2660,18135,234.9624060150376,-0.8219506022907271,0
686300880,20150427T000000,670000.0,3,2.0,2570,10078,1.5,0,0,3,8,2570,0,1965,0,98008,47.6275,-122.12,2660,8013,260.7003891050584,-0.5050417916048109,0
686450210,20141104T000000,550000.0,4,2.25,1650,7200,1.0,0,0,3,8,1650,0,1967,0,98008,47.6384,-122.116,2180,7950,333.3333333333333,0.38927925490033355,1
3625059043,20140904T000000,3300000.0,5,4.75,6200,13873,2.0,1,4,4,11,4440,1760,1989,0,98008,47.605,-122.11200000000001,2940,13525,532.258064516129,2.8386164758730934,2
4040800360,20140923T000000,420000.0,3,1.75,1230,10005,1.0,0,0,4,7,1230,0,1963,0,98008,47.621,-122.11399999999999,1530,8560,341.4634146341463,0.4893840061859704,1
8857100180,20150413T000000,350000.0,3,2.25,1410,1340,2.0,0,0,3,8,1370,40,1967,0,98008,47.6108,-122.113,1730,2748,248.22695035460993,-0.6586258011110138,0
4038700720,20140918T000000,525126.0,5,2.25,1950,8025,1.0,0,2,3,7,1150,800,1960,0,98008,47.6159,-122.11399999999999,1780,8560,269.2953846153846,-0.39921260539773923,1
2607801120,20150420T000000,830000.0,5,2.5,2810,14207,1.0,0,3,3,9,1540,1270,1979,0,98008,47.5742,-122.11,3190,14000,295.37366548042706,-0.07811374754363594,1
4037200665,20140813T000000,415950.0,3,1.75,1150,7700,1.0,0,0,3,7,1150,0,1957,0,98008,47.6048,-122.12100000000001,1650,8000,361.69565217391306,0.7385012083310142,2
3211700035,20140625T000000,557500.0,3,1.75,1900,11165,1.0,0,0,4,7,1900,0,1959,0,98008,47.5789,-122.118,2030,11165,293.42105263157896,-0.10215604384533858,1
4038500210,20150422T000000,797000.0,4,2.75,2650,8610,2.0,0,0,3,8,2650,0,1959,2007,98008,47.6155,-122.12100000000001,1680,8316,300.75471698113205,-0.011857482421243057,1
1952000150,20140506T000000,530000.0,5,2.5,2910,9636,1.0,0,0,4,7,1690,1220,1964,0,98008,47.5803,-122.119,2830,10385,182.13058419243987,-1.472462717463469,0
686450330,20140915T000000,575000.0,4,2.25,2060,12155,1.0,0,0,4,8,2060,0,1968,0,98008,47.6378,-122.117,2360,8625,279.126213592233,-0.2781667445696771,1
8563080020,20141028T000000,740000.0,3,2.5,2960,9350,2.0,0,2,4,9,2960,0,1978,0,98008,47.6218,-122.094,2960,11745,250.0,-0.636794445777444,0
627300190,20140812T000000,839000.0,4,2.75,2400,12469,1.0,0,2,4,8,1760,640,1958,0,98008,47.5861,-122.11200000000001,2400,10400,349.5833333333333,0.5893636265325002,2
9557300190,20140711T000000,440000.0,3,2.25,1900,7225,1.0,0,0,3,8,1220,680,1970,0,98008,47.6394,-122.113,1900,7399,231.57894736842104,-0.8636107375062161,0
8563000250,20140812T000000,522500.0,3,1.75,1710,9707,1.0,0,0,4,8,1710,0,1966,0,98008,47.623000000000005,-122.105,1820,8700,305.55555555555554,0.04725468800774105,1
4037000635,20150327T000000,485000.0,4,2.25,1850,9911,1.0,0,0,4,7,1850,0,1957,0,98008,47.6019,-122.116,1650,8670,262.1621621621622,-0.487043148921768,1
6751500285,20140731T000000,555700.0,3,2.0,1810,12420,1.0,0,0,4,7,1810,0,1957,0,98008,47.5888,-122.12700000000001,2230,12330,307.01657458563534,0.06524404644319666,1
4040800050,20141119T000000,415000.0,3,1.5,1090,8400,1.0,0,0,4,7,1090,0,1966,0,98008,47.6219,-122.115,1320,8400,380.73394495412845,0.9729175066620056,2
3625059109,20140508T000000,1051000.0,4,3.0,2920,33976,1.0,0,3,5,8,1460,1460,1964,0,98008,47.6164,-122.104,2970,15210,359.93150684931504,0.71677949087009,2
4384000020,20140703T000000,605000.0,4,2.5,2800,10786,1.0,0,0,3,8,1420,1380,1970,0,98008,47.5959,-122.116,2140,10788,216.07142857142858,-1.0545530239105392,0
4037800020,20141008T000000,497500.0,5,1.5,2170,8610,1.0,0,0,4,7,1230,940,1959,0,98008,47.6111,-122.126,1670,8610,229.2626728110599,-0.892130758388504,0
3999300290,20141016T000000,850000.0,3,3.5,2620,11148,2.0,0,4,4,9,2060,560,1977,0,98008,47.5845,-122.115,2590,10796,324.42748091603056,0.2796225235301899,1
686300420,20140623T000000,590000.0,4,2.5,3220,7875,1.5,0,0,4,8,3220,0,1966,0,98008,47.626000000000005,-122.12,1600,7875,183.22981366459626,-1.458928032034794,0
267000130,20140603T000000,613000.0,5,2.5,2070,12000,1.0,0,0,4,7,1340,730,1967,0,98008,47.626000000000005,-122.104,2090,12000,296.1352657004831,-0.06873625206887701,1
2624300080,20140724T000000,825000.0,3,3.0,3730,35900,1.0,0,0,3,9,2960,770,1979,0,98008,47.5814,-122.12200000000001,2280,16026,221.17962466487936,-0.9916563958778014,0
4038200480,20141201T000000,480000.0,3,1.0,1160,8800,1.0,0,0,4,7,1160,0,1959,0,98008,47.6112,-122.12799999999999,1750,8400,413.7931034482759,1.3799711038306022,2
4039700080,20150317T000000,670000.0,4,1.75,1930,9310,1.0,0,0,4,9,1930,0,1968,0,98008,47.6158,-122.10799999999999,2110,10290,347.1502590673575,0.5594054643391365,2
4037700285,20140731T000000,415000.0,3,1.0,1300,7975,1.0,0,0,4,7,1300,0,1958,0,98008,47.611000000000004,-122.12200000000001,1570,9075,319.2307692307692,0.21563601324717135,1
7922800190,20150311T000000,620000.0,5,1.75,2000,8713,1.0,0,2,3,7,1000,1000,1962,0,98008,47.5882,-122.117,2040,8449,310.0,0.10197861871055601,1
259601100,20140513T000000,580000.0,5,2.0,2290,7125,1.0,0,0,3,7,1190,1100,1964,0,98008,47.63399999999999,-122.119,1460,7920,253.27510917030568,-0.5964684051394527,0
8155500020,20141018T000000,530000.0,5,2.75,2500,7140,1.0,0,0,4,7,1250,1250,1968,0,98008,47.6225,-122.10799999999999,2230,8400,212.0,-1.1046840532865108,0
3298400470,20150204T000000,437400.0,3,1.75,2150,8925,1.0,0,0,4,7,2150,0,1960,0,98008,47.6253,-122.119,1100,7875,203.4418604651163,-1.2100594361282098,0
4037000080,20140615T000000,416000.0,3,1.0,1110,12150,1.0,0,0,4,7,1110,0,1957,0,98008,47.6034,-122.12200000000001,1490,8200,374.77477477477476,0.8995429330752285,2
7922900460,20141205T000000,660000.0,3,1.75,2030,9032,2.0,0,2,4,7,2030,0,1963,0,98008,47.586000000000006,-122.117,2350,8937,325.1231527093596,0.28818824990744923,1
259800680,20140805T000000,534000.0,4,2.25,2130,7210,1.0,0,0,5,7,1330,800,1965,0,98008,47.629,-122.117,1310,7896,250.70422535211267,-0.6281234004196037,0
3999300080,20140904T000000,887000.0,6,2.25,3830,11180,1.0,0,2,5,9,2440,1390,1962,0,98008,47.5849,-122.113,2500,10400,231.59268929503915,-0.8634415347522222,0
267000170,20141210T000000,575950.0,3,2.25,1640,12000,1.0,0,0,3,7,1180,460,1967,0,98008,47.6252,-122.104,1620,12000,351.1890243902439,0.6091343149114137,2
8857320130,20150310T000000,472000.0,2,2.25,1800,2748,2.0,0,0,4,9,1800,0,1979,0,98008,47.6104,-122.113,1800,2755,262.22222222222223,-0.4863036363447032,1
4037000185,20140919T000000,395000.0,4,1.75,2060,7900,1.0,0,0,4,7,1070,990,1957,0,98008,47.6028,-122.12,1830,8000,191.74757281553397,-1.3540498481929781,0
4036801315,20141104T000000,425000.0,4,1.5,1620,7875,1.0,0,0,3,7,1620,0,1956,0,98008,47.6041,-122.126,1890,8400,262.34567901234567,-0.4847835271585141,1
9557300080,20140822T000000,588000.0,4,1.75,1930,7245,1.0,0,0,4,8,1510,420,1972,0,98008,47.6396,-122.11200000000001,1880,7245,304.66321243523316,0.03626737031481857,1
4039800080,20140529T000000,1355000.0,5,3.5,5960,13703,2.0,0,2,3,10,4770,1190,1984,0,98008,47.6151,-122.10700000000001,2810,17320,227.3489932885906,-0.9156936731428802,0
3376600170,20140828T000000,546800.0,4,2.25,2170,10000,1.0,0,0,3,8,1420,750,1975,0,98008,47.6219,-122.109,2390,11000,251.9815668202765,-0.6123956425723871,0
7922900250,20140520T000000,507500.0,3,2.0,2020,8118,1.0,0,0,3,7,1020,1000,1963,0,98008,47.5866,-122.118,1670,8118,251.23762376237624,-0.6215557274505462,0
8563030500,20150330T000000,539950.0,3,1.75,1820,9875,1.0,0,0,4,8,1820,0,1966,0,98008,47.6243,-122.094,2670,10000,296.6758241758242,-0.062080418046165604,1
4037000470,20150316T000000,550000.0,3,1.75,1440,8957,1.0,0,0,4,7,1440,0,1957,0,98008,47.6008,-122.118,1340,8780,381.94444444444446,0.987822246962371,2
4038700680,20140725T000000,750000.0,5,3.0,2230,8560,1.0,0,0,3,8,1150,1080,1960,2014,98008,47.6154,-122.115,2040,8560,336.32286995515693,0.4260890737587292,1
6751500185,20150421T000000,795000.0,5,3.0,2750,10000,1.0,0,0,4,7,1730,1020,1957,0,98008,47.5878,-122.13,2520,10000,289.09090909090907,-0.15547260073223218,1
7431500280,20141110T000000,959750.0,4,3.0,3060,50002,1.0,0,2,4,8,2460,600,1957,0,98008,47.6205,-122.096,2740,16181,313.6437908496732,0.14684419424999637,1
4036800900,20140924T000000,447000.0,3,1.0,1310,7000,1.0,0,0,4,7,1310,0,1958,0,98008,47.6019,-122.12299999999999,1280,7300,341.22137404580155,0.4864037883996047,1
8881900230,20141202T000000,755000.0,3,2.75,2870,6600,2.0,0,2,3,8,2870,0,1984,0,98008,47.5745,-122.113,2570,7925,263.06620209059236,-0.4759118097826702,1
8563000110,20150424T000000,427000.0,4,1.75,1460,9750,1.0,0,0,4,7,1460,0,1967,0,98008,47.6205,-122.102,1820,9840,292.4657534246575,-0.11391853255534369,1
259700180,20150428T000000,517000.0,4,1.0,1650,8250,1.0,0,0,3,7,1650,0,1966,0,98008,47.6366,-122.118,2240,9776,313.3333333333333,0.1430215667376669,1
4037200690,20141208T000000,458450.0,4,1.0,1330,9715,1.0,0,0,4,7,970,360,1957,0,98008,47.6038,-122.12200000000001,1590,8400,344.69924812030075,0.529226449864957,2
6752000330,20140815T000000,490000.0,3,1.75,1490,11360,1.0,0,0,3,8,1490,0,1975,0,98008,47.5896,-122.12,2350,10320,328.8590604026846,0.3341880494948157,1
4037000065,20150414T000000,412000.0,3,1.5,1320,8000,1.0,0,0,3,7,1320,0,1957,0,98008,47.6027,-122.12200000000001,1720,8100,312.1212121212121,0.12809685836417223,1
3625059152,20141230T000000,3300000.0,3,3.25,4220,41300,1.0,1,4,4,11,2460,1760,1958,1987,98008,47.6083,-122.11,3810,30401,781.9905213270142,5.913543349544673,2
259801140,20141212T000000,451000.0,4,1.75,1680,7800,1.0,0,0,3,7,1330,350,1966,0,98008,47.6286,-122.118,1680,7210,268.45238095238096,-0.40959241205593594,1
8857320120,20150310T000000,542000.0,2,2.25,1800,2819,2.0,0,2,4,9,1800,0,1979,0,98008,47.6104,-122.113,1800,2755,301.1111111111111,-0.007469242695073926,1
8043700300,20140608T000000,2700000.0,4,3.25,4420,7850,2.0,1,4,3,11,3150,1270,2001,0,98008,47.571999999999996,-122.102,2760,8525,610.8597285067873,3.806429678877005,2
259800750,20150223T000000,455000.0,3,1.5,1250,8004,1.0,0,0,3,7,1250,0,1965,0,98008,47.6285,-122.117,1450,7931,364.0,0.766874376749756,2
9557300040,20150225T000000,539000.0,5,2.25,2590,7245,1.0,0,0,3,8,1510,1080,1973,0,98008,47.6398,-122.111,1930,7245,208.1081081081081,-1.152604468280327,0
259801030,20150309T000000,526000.0,4,2.0,1610,8000,1.0,0,0,3,7,1190,420,1966,0,98008,47.6301,-122.118,1560,7896,326.7080745341615,0.30770320913216254,1
7923200150,20140915T000000,537000.0,4,1.75,2230,7957,1.0,0,0,4,7,2230,0,1967,0,98008,47.5859,-122.12200000000001,2230,8040,240.8071748878924,-0.7499846387670104,0
4038200120,20140825T000000,534000.0,5,1.75,2120,8625,1.0,0,0,3,7,1200,920,1959,0,98008,47.6118,-122.131,1930,8625,251.88679245283018,-0.6135625884036077,0
1830300090,20150401T000000,670000.0,5,3.0,2520,13001,2.0,0,1,3,8,2010,510,1973,0,98008,47.6385,-122.11399999999999,2170,8215,265.87301587301585,-0.44135183612453427,1
6189600040,20141117T000000,443000.0,3,1.75,1810,7950,1.0,0,0,4,7,1810,0,1968,0,98008,47.6236,-122.117,1680,7725,244.75138121546962,-0.7014200821737239,0
4037000925,20150327T000000,650000.0,5,2.25,2400,13450,1.0,0,0,5,7,1200,1200,1957,0,98008,47.6007,-122.117,1950,10361,270.8333333333333,-0.38027602060799975,1
9253900408,20150408T000000,1400000.0,3,2.75,3130,19530,1.0,1,4,3,8,1690,1440,1947,1984,98008,47.5895,-122.111,2980,18782,447.2843450479233,1.7923448903319275,2
8563000300,20140915T000000,675000.0,4,2.25,2260,8715,1.0,0,0,4,8,1530,730,1976,0,98008,47.6237,-122.10600000000001,2220,8650,298.6725663716814,-0.037494762195733285,1
686300450,20140708T000000,720000.0,4,2.25,2410,8400,2.0,0,0,5,8,2410,0,1965,0,98008,47.626000000000005,-122.119,1910,8056,298.7551867219917,-0.036477467372602816,1
7375300100,20141124T000000,400000.0,3,1.5,1510,7642,1.0,0,0,3,7,1510,0,1959,0,98008,47.5978,-122.116,2180,8357,264.9006622516556,-0.4533243138681728,1
8563001130,20140828T000000,654000.0,5,2.5,2960,8968,1.0,0,0,4,8,1640,1320,1965,0,98008,47.6233,-122.102,1890,9077,220.94594594594594,-0.9945336549326693,0
7376300085,20150505T000000,530000.0,3,1.75,1430,10350,1.0,0,0,3,7,1430,0,1959,0,98008,47.6353,-122.12299999999999,1890,10350,370.6293706293706,0.8485010510078705,2
7430500301,20141016T000000,700000.0,3,1.5,2240,7227,2.0,0,1,3,9,1440,800,1977,0,98008,47.6208,-122.09299999999999,3150,16150,312.5,0.13276082973088935,1
7751800115,20140826T000000,425000.0,3,1.5,1390,9680,1.0,0,0,4,7,1390,0,1956,0,98008,47.63399999999999,-122.125,1460,10050,305.75539568345323,0.04971529640265185,1
4038600300,20140902T000000,650000.0,4,3.0,2900,15535,1.0,0,2,4,7,1870,1030,1961,0,98008,47.611999999999995,-122.119,2330,10217,224.13793103448276,-0.9552311115050302,0
224059021,20141219T000000,450000.0,3,1.0,1150,35415,1.0,0,0,4,7,1010,140,1950,0,98008,47.5974,-122.12899999999999,2460,11781,391.30434782608694,1.103069655371831,2
8563010130,20140725T000000,1300000.0,3,2.5,3350,7752,1.0,0,0,3,9,2180,1170,2009,0,98008,47.6263,-122.09899999999999,2570,7988,388.05970149253733,1.0631187001215612,2
8043700105,20150417T000000,2300000.0,4,4.0,4360,8175,2.5,1,4,3,10,3940,420,2007,0,98008,47.5724,-122.104,2670,8525,527.5229357798165,2.780313383085247,2
7430500110,20141209T000000,1378000.0,5,3.5,5150,12230,2.0,0,2,3,10,3700,1450,2007,0,98008,47.6249,-122.09,2940,13462,267.5728155339806,-0.4204223993820912,1
9253900271,20150107T000000,3567000.0,5,4.5,4850,10584,2.0,1,4,3,10,3540,1310,2007,0,98008,47.5943,-122.11,3470,18270,735.4639175257732,5.3406666550369755,2
